id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date
1191138582217601026,1191138582217601026,1572824542000,2019-11-04,00:42:22,CET,2813678052,mistralkdawn,Mistral Dawn,,Mistral Dawn's Musings: A #MarketPlace For #Fear?  https://mistralkdawn.blogspot.com/2017/02/a-marketplace-for-fear.html?spref=tw …,[],['https://mistralkdawn.blogspot.com/2017/02/a-marketplace-for-fear.html?spref=tw'],[],0,0,0,"['#marketplace', '#fear']",[],https://twitter.com/MistralKDawn/status/1191138582217601026,False,,0,,,,,,,"[{'user_id': '2813678052', 'username': 'MistralKDawn'}]",
1191114713616306176,1191114713616306176,1572818852000,2019-11-03,23:07:32,CET,415417909,dougz___,Dougz,,Britney: At breaking point  I can totally relate.  #fear,[],[],[],0,2,6,['#fear'],[],https://twitter.com/dougz___/status/1191114713616306176,False,,0,,,,,,,"[{'user_id': '415417909', 'username': 'dougz___'}]",
1191099742127902720,1191099742127902720,1572815282000,2019-11-03,22:08:02,CET,727580305108938752,womenspowercen,WomensPowerCen,,#help #Fear #lol Poetry like prose style site:In the craze for rights we forget we need duty too-childhood & old age  http://bit.ly/SesVJ7 ,[],['http://bit.ly/SesVJ7'],[],0,0,0,"['#help', '#fear', '#lol']",[],https://twitter.com/WomensPowerCen/status/1191099742127902720,False,,0,,,,,,,"[{'user_id': '727580305108938752', 'username': 'WomensPowerCen'}]",
1191091941779357696,1191091941779357696,1572813422000,2019-11-03,21:37:02,CET,1188858495359209472,directhappiness,mindmatters,,Lessons on #Fear and Change# from Mark Twain and My 10-Year-Old Twins  http://bit.ly/2NnHBf7  pic.twitter.com/Hd6Q2UGIYo,[],['http://bit.ly/2NnHBf7'],['https://pbs.twimg.com/media/EIebzvYXUAMFRjO.jpg'],0,0,0,['#fear'],[],https://twitter.com/directhappiness/status/1191091941779357696,False,,0,,,,,,,"[{'user_id': '1188858495359209472', 'username': 'directhappiness'}]",
1191033515468570624,1191016792975724550,1572799493000,2019-11-03,17:44:53,CET,1058008853890166784,dainjunior,KWESI MOLE🇬🇭,,perfect answer🙏🏻🙏🏻🙏🏻#YClique #Fear,['opokudarkwa'],[],[],0,0,4,"['#yclique', '#fear']",[],https://twitter.com/Dainjunior/status/1191033515468570624,False,,0,,,,,,,"[{'user_id': '1058008853890166784', 'username': 'Dainjunior'}, {'user_id': '980339409936637953', 'username': 'OpokuDarkwa'}]",
1191016792975724550,1191016792975724550,1572795506000,2019-11-03,16:38:26,CET,1058008853890166784,dainjunior,KWESI MOLE🇬🇭,,What’s Your Biggest Fear?   #YClique #Fear,[],[],[],23,10,109,"['#yclique', '#fear']",[],https://twitter.com/Dainjunior/status/1191016792975724550,False,,0,,,,,,,"[{'user_id': '1058008853890166784', 'username': 'Dainjunior'}]",
1190996941561323521,1190996941561323521,1572790773000,2019-11-03,15:19:33,CET,42497450,eesakhan,Eesa Khan,,"To all my friends who are fighting a battle with #mind, #emotions, #anxiety, #fear, #depression, #hopelessness and #socialproblems, stay strong pic.twitter.com/cNyaahExk0",[],[],['https://pbs.twimg.com/media/EIdFZj9WoAIH6_D.jpg'],2,4,21,"['#mind', '#emotions', '#anxiety', '#fear', '#depression', '#hopelessness', '#socialproblems']",[],https://twitter.com/eesakhan/status/1190996941561323521,False,,0,,,,,,,"[{'user_id': '42497450', 'username': 'eesakhan'}]",
1190750655465455617,1190750655465455617,1572732053000,2019-11-02,23:00:53,CET,250441842,caseywowmin,Casey Schutrop,,Do you feel pain? Heaven: The perfect verse for these days -what an incredible promise! Google this! #Heaven #Fear  pic.twitter.com/CMsVQzkzFr,[],[],['https://pbs.twimg.com/media/EIZlZ6bXsAElamm.jpg'],0,3,9,"['#heaven', '#fear']",[],https://twitter.com/caseywowmin/status/1190750655465455617,False,,0,,,,,,,"[{'user_id': '250441842', 'username': 'caseywowmin'}]",
1190728829062520832,1190728829062520832,1572726850000,2019-11-02,21:34:10,CET,444130243,bfleming96,Bobby Fleming,,Imagine going to a bird’s house to meet her parents and her Dad is Captain Price #ModernWarfare #fear,[],[],[],0,0,8,"['#modernwarfare', '#fear']",[],https://twitter.com/Bfleming96/status/1190728829062520832,False,,0,,,,,,,"[{'user_id': '444130243', 'username': 'Bfleming96'}]",
1190613852133773315,1190613852133773315,1572699437000,2019-11-02,13:57:17,CET,1186347610845655040,michelemoiso,Michele Moiso,,The constancy of #faith wins every #fear.,[],[],[],0,0,0,"['#faith', '#fear']",[],https://twitter.com/MicheleMoiso/status/1190613852133773315,False,,0,,,,,,,"[{'user_id': '1186347610845655040', 'username': 'MicheleMoiso'}]",
