id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date
1191108724452188160,1191108724452188160,1572817424000,2019-11-03,22:43:44,CET,216057721,ismaelogando,Ismael Ogando,,"2/9 The people dedicated to these #practices are really sick, but they are not, because of this, deserving our #pity or #compassion. People who are #proud of their bad actions, deserve all our #hate and #disgust, no exceptions!",[],[],[],0,0,0,"['#practices', '#pity', '#compassion', '#proud', '#hate', '#disgust']",[],https://twitter.com/ismaelogando/status/1191108724452188160,False,,0,,,,,,,"[{'user_id': '216057721', 'username': 'ismaelogando'}]",
1191086085943619584,1191086085943619584,1572812026000,2019-11-03,21:13:46,CET,2906463752,nathanconsedine,Nathan Consedine,,How historical rates of disease led to a belief in evil and thus to conservative values.  Interesting new paper on #disgust and cultural adaptation to disease threats by @drbrockbastian and colleagues  https://royalsocietypublishing.org/doi/full/10.1098/rspb.2019.1576 … pic.twitter.com/cMWzFOgY4g,['drbrockbastian'],['https://royalsocietypublishing.org/doi/full/10.1098/rspb.2019.1576'],['https://pbs.twimg.com/media/EIeWerAUYAEA_j3.jpg'],0,3,1,['#disgust'],[],https://twitter.com/NathanConsedine/status/1191086085943619584,False,,0,,,,,,,"[{'user_id': '2906463752', 'username': 'NathanConsedine'}, {'user_id': '4107087193', 'username': 'drbrockbastian'}]",
1191077129733079040,1191077129733079040,1572809891000,2019-11-03,20:38:11,CET,2731029733,xilishx,Ilish,,"Killing innocent people #PatrickMurphy & #RodneyReed does NOT inspire confidence in the criminal justice system, what it instills is #fear #Disgust #pain #horror , that in NO way serves the public interest.  Yes this could happen to you",[],[],[],0,5,8,"['#patrickmurphy', '#rodneyreed', '#fear', '#disgust', '#pain', '#horror']",[],https://twitter.com/XilishX/status/1191077129733079040,False,,0,,,,,,,"[{'user_id': '2731029733', 'username': 'XilishX'}]",
1190887118110900224,1190887118110900224,1572764589000,2019-11-03,08:03:09,CET,66635198,anathi1,Anathi Gobeni,,Dear @VolkswagenSA I am extremely disappointed and at a total loss due to service received from #weisvw right now I have no car due to the negligence of your service center. @VolkswagenSA I am with out of pocket expenses and with no help from your team. #dissapointed #disgust,['volkswagensa'],[],[],1,2,0,"['#weisvw', '#dissapointed', '#disgust']",[],https://twitter.com/anathi1/status/1190887118110900224,False,,0,,,,,,,"[{'user_id': '66635198', 'username': 'anathi1'}, {'user_id': '275022683', 'username': 'VolkswagenSA'}]",
1190428242311860224,1190428242311860224,1572655184000,2019-11-02,01:39:44,CET,240900108,mindbodythought,Don Shetterly,,Fireworks going off in the neighborhood.    Now what’s the celebration. Guess they are legally trying using them for an agricultural propose.   #sarcasm #disgust,[],[],[],1,1,2,"['#sarcasm', '#disgust']",[],https://twitter.com/mindbodythought/status/1190428242311860224,False,,0,,,,,,,"[{'user_id': '240900108', 'username': 'mindbodythought'}]",
1190036512139882496,1190036512139882496,1572561788000,2019-10-31,23:43:08,CET,745468174498312197,drdawnhuber,Dawn H. Huber PhD,,Had a blast at @muhealth Women’s & Children’s Hospital Reverse Trick or Treat! Here’s our Pediatric Psychology team raising a little emotional awareness! #InsideOut #Joy #Sadness #Anger #Fear #Disgust #FeelYourFeelings pic.twitter.com/ZuAFmGQ3DX,['muhealth'],[],"['https://pbs.twimg.com/media/EIPb06tWoAYHTzI.jpg', 'https://pbs.twimg.com/media/EIPb063XsAAJpWY.jpg', 'https://pbs.twimg.com/media/EIPb069WkAAJAvr.jpg', 'https://pbs.twimg.com/media/EIPb09QXsAAaZTe.jpg']",0,0,6,"['#insideout', '#joy', '#sadness', '#anger', '#fear', '#disgust', '#feelyourfeelings']",[],https://twitter.com/DrDawnHuber/status/1190036512139882496,False,,0,,,,,,,"[{'user_id': '745468174498312197', 'username': 'DrDawnHuber'}, {'user_id': '45928911', 'username': 'muhealth'}]",
1190035013166915584,1190033263588458496,1572561431000,2019-10-31,23:37:11,CET,1189508631978479616,bobbypo67677502,Bobby Pope,,HEY @librarycongress HOW ABOUT #IMPEACHILHAN @Army1Seven @USArmy @Ilhan You #disgust me woman. BOBBY SPITS ON GROUND  pic.twitter.com/RjYbSqbMP3,"['librarycongress', 'army1seven', 'usarmy', 'ilhan']",[],['https://pbs.twimg.com/media/EIPaiIiWoAAncUu.jpg'],0,0,0,"['#impeachilhan', '#disgust']",[],https://twitter.com/BobbyPo67677502/status/1190035013166915584,False,,0,,,,,,,"[{'user_id': '1189508631978479616', 'username': 'BobbyPo67677502'}, {'user_id': '7152572', 'username': 'librarycongress'}, {'user_id': '1165835871192526854', 'username': 'Army1Seven'}, {'user_id': '8775672', 'username': 'USArmy'}, {'user_id': '1082334352711790593', 'username': 'Ilhan'}]",
1190029247164960768,1190029247164960768,1572560056000,2019-10-31,23:14:16,CET,32588262,crystal_balogh,Crystal Balogh,,"I'm totally ""Disgusted"" with this weather. Check later for the rest of my Inside Out crew #halloween #insideout #disgust  https://www.instagram.com/p/B4TIghQFR6U/?igshid=fpdx2ndtset7 …",[],['https://www.instagram.com/p/B4TIghQFR6U/?igshid=fpdx2ndtset7'],[],0,0,0,"['#halloween', '#insideout', '#disgust']",[],https://twitter.com/Crystal_Balogh/status/1190029247164960768,False,,0,,,,,,,"[{'user_id': '32588262', 'username': 'Crystal_Balogh'}]",
1190003737684664320,1190003737684664320,1572553974000,2019-10-31,21:32:54,CET,17093844,eburmeister,Eileen Burmeister,,All the feels this Halloween. #InsideOut #coworkers #anger #disgust #fear #sadness #joy pic.twitter.com/DVk9zTYcWx,[],[],['https://pbs.twimg.com/media/EIO-FiAW4AAG25g.jpg'],0,0,12,"['#insideout', '#coworkers', '#anger', '#disgust', '#fear', '#sadness', '#joy']",[],https://twitter.com/EBurmeister/status/1190003737684664320,False,,0,,,,,,,"[{'user_id': '17093844', 'username': 'EBurmeister'}]",
1190002812148535296,1190002573303877632,1572553754000,2019-10-31,21:29:14,CET,3519162434,zephyr_wellness,Zephyr Wellness,,And you don't feel #disgust after eating too much candy 🤢  pic.twitter.com/8PLTLvcBzV,[],[],['https://pbs.twimg.com/media/EIO9PrbWwAsrmRq.jpg'],0,1,1,['#disgust'],[],https://twitter.com/Zephyr_Wellness/status/1190002812148535296,False,,0,,,,,,,"[{'user_id': '3519162434', 'username': 'Zephyr_Wellness'}]",
