id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date
1191146350986985472,1191146350986985472,1572826395000,2019-11-04,01:13:15,CET,540783596,happilyeveraft3,happily ever after,,#Anger is just anger. It isnt good. It isn't bad. What u do with it is what matters. U can use it to build or to destroy.-Jim Butcher #quote,[],[],[],0,0,0,"['#anger', '#quote']",[],https://twitter.com/happilyeveraft3/status/1191146350986985472,False,,0,,,,,,,"[{'user_id': '540783596', 'username': 'happilyeveraft3'}]",
1191144313050161152,1191144313050161152,1572825909000,2019-11-04,01:05:09,CET,33401304,awilkinso,Andrew Wilkinson,,#resentment #leads to #anger ~ Unknown  pic.twitter.com/PQnkIBU1tA,[],[],['https://pbs.twimg.com/media/EIfLcKTU4AAgWCp.jpg'],0,0,0,"['#resentment', '#leads', '#anger']",[],https://twitter.com/awilkinso/status/1191144313050161152,False,,0,,,,,,,"[{'user_id': '33401304', 'username': 'awilkinso'}]",
1191143985336725505,1191143985336725505,1572825831000,2019-11-04,01:03:51,CET,846076687754412032,therobobard,The Robobard,,"#anger; blunt not equivocate to do not, fatal bellman 🌈 #ValiantCousinWorthyCawdor",[],[],[],0,0,0,"['#anger', '#valiantcousinworthycawdor']",[],https://twitter.com/therobobard/status/1191143985336725505,False,,0,,,,,,,"[{'user_id': '846076687754412032', 'username': 'therobobard'}]",
1191136347706101760,1191136347706101760,1572824010000,2019-11-04,00:33:30,CET,2371557936,kamoranjana,Ranjana Kamo,,Express your anger but keep your words polite and your tone in check. Let it all out but with poise! #bethechange #motivation #booksbyRanjanaKamo #anger  pic.twitter.com/262arK61MV,[],[],['https://pbs.twimg.com/media/EIfEK6MUcAAxyzf.jpg'],0,1,2,"['#bethechange', '#motivation', '#booksbyranjanakamo', '#anger']",[],https://twitter.com/KamoRanjana/status/1191136347706101760,False,,0,,,,,,,"[{'user_id': '2371557936', 'username': 'KamoRanjana'}]",
1191109423248203776,1191109423248203776,1572817590000,2019-11-03,22:46:30,CET,31089525,miggs357,JMGutierrez,,#fear leads to #anger #anger leads to #hate #hate leads to #suffering #yoda #starwars # https://twitter.com/OwenGleiberman/status/1191099829394513920 …,[],['https://twitter.com/OwenGleiberman/status/1191099829394513920'],[],0,0,0,"['#fear', '#anger', '#anger', '#hate', '#hate', '#suffering', '#yoda', '#starwars']",[],https://twitter.com/Miggs357/status/1191109423248203776,False,https://twitter.com/OwenGleiberman/status/1191099829394513920,0,,,,,,,"[{'user_id': '31089525', 'username': 'Miggs357'}]",
1191075347502120965,1191075347502120965,1572809466000,2019-11-03,20:31:06,CET,2151262242,chilkathaiku,chil ❣ kat,,Awkwardly gammon cumulocirrus and the impedimenta. #anger ♤  pic.twitter.com/JOf2NZkEXS,[],[],['https://pbs.twimg.com/media/EIeMt2AWwAArvu7.jpg'],0,0,1,['#anger'],[],https://twitter.com/chilkathaiku/status/1191075347502120965,False,,0,,,,,,,"[{'user_id': '2151262242', 'username': 'chilkathaiku'}]",
1190987536652480512,1190987536652480512,1572788530000,2019-11-03,14:42:10,CET,1186386730309558272,pmddfacts,PMDD Facts,,"#Anxiety, #anger, and #depression may occur.",[],[],[],0,0,0,"['#anxiety', '#anger', '#depression']",[],https://twitter.com/PMDDFacts/status/1190987536652480512,False,,0,,,,,,,"[{'user_id': '1186386730309558272', 'username': 'PMDDFacts'}]",
1190897842790920192,1190897842790920192,1572767146000,2019-11-03,08:45:46,CET,1189696257192681472,curlzdesign,DesignCurlz,,Ever felt this mad 😂😂 #lmao #haha #lol #amazing #mad #anger #listen #meme #communication #love #friendship #best #great pic.twitter.com/1vJgm8hfhd,[],[],['https://pbs.twimg.com/media/EIbrRidWkAAJ4w4.jpg'],0,0,0,"['#lmao', '#haha', '#lol', '#amazing', '#mad', '#anger', '#listen', '#meme', '#communication', '#love', '#friendship', '#best', '#great']",[],https://twitter.com/CurlzDesign/status/1190897842790920192,False,,0,,,,,,,"[{'user_id': '1189696257192681472', 'username': 'CurlzDesign'}]",
1190777534180278272,1190777534180278272,1572738462000,2019-11-03,00:47:42,CET,1086344552091283456,tranquiltyskr,Susan Bennett,,Thoughts 💭 #Anger #Grief #Truth pic.twitter.com/SPgg9JVp8R,[],[],['https://pbs.twimg.com/media/EIZ92h8WkAAdiyD.jpg'],0,0,0,"['#anger', '#grief', '#truth']",[],https://twitter.com/Tranquiltyskr/status/1190777534180278272,False,,0,,,,,,,"[{'user_id': '1086344552091283456', 'username': 'Tranquiltyskr'}]",
1190434905156546560,1190432773175160832,1572656773000,2019-11-02,02:06:13,CET,1078944900559732737,theintuitiveadv,The Intuitive Advocate,,"You know what else is common in people who struggle with all of that???   #trauma   Mainly #childhoodtrauma   Why doesn’t anyone talk about that??? That often goes hand & hand with #Mentalhealth, #anger #rage.   Those emotions didn’t just show up out of nowhere. They were created",['realanxietyman'],[],[],3,3,20,"['#trauma', '#childhoodtrauma', '#mentalhealth', '#anger', '#rage']",[],https://twitter.com/TheIntuitiveAdv/status/1190434905156546560,False,,0,,,,,,,"[{'user_id': '1078944900559732737', 'username': 'TheIntuitiveAdv'}, {'user_id': '931618298659328001', 'username': 'RealAnxietyMan'}]",
