id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date
1191133951399739392,1191133951399739392,1572823438000,2019-11-04,00:23:58,CET,22311234,pickagoodbook,Pick A Good Book,,The Rabbit Listened by Cori Doerrfeld / A book that should never grow old. What a beautiful way to help teach little ones how to deal with sadness. 5 STARS / @CoriDoerrfeld #Emotions #sadness #picturebooks  https://pickagoodbook.com/the-rabbit-listened-by-cori-doerrfeld/ … pic.twitter.com/S3EsF6YpKx,['coridoerrfeld'],['https://pickagoodbook.com/the-rabbit-listened-by-cori-doerrfeld/'],['https://pbs.twimg.com/media/EIfCBDRXUAECTAl.png'],0,0,0,"['#emotions', '#sadness', '#picturebooks']",[],https://twitter.com/PickAGoodBook/status/1191133951399739392,False,,0,,,,,,,"[{'user_id': '22311234', 'username': 'PickAGoodBook'}, {'user_id': '399803317', 'username': 'CoriDoerrfeld'}]",
1191133053428600834,1191125909446811648,1572823224000,2019-11-04,00:20:24,CET,1412979631,selstaar,Sele Akioyamen,,Times like this call for #sadness-icecream.,['emhendren'],[],[],0,0,1,['#sadness'],[],https://twitter.com/Selstaar/status/1191133053428600834,False,,0,,,,,,,"[{'user_id': '1412979631', 'username': 'Selstaar'}, {'user_id': '37860664', 'username': 'emhendren'}]",
1191109564713852928,1191109564713852928,1572817624000,2019-11-03,22:47:04,CET,15146415,zorinlynx,Zorin =^o.o^=,,"@PayByPhone I used to be able to Apple Pay for parking in South Miami, what happened? Had to sit there trying to get my card entered while I was in a hurry. The image recognition thing didn't work. #sadness",['paybyphone'],[],[],0,0,0,['#sadness'],[],https://twitter.com/zorinlynx/status/1191109564713852928,False,,0,,,,,,,"[{'user_id': '15146415', 'username': 'zorinlynx'}, {'user_id': '31749548', 'username': 'PayByPhone'}]",
1191107204029517824,1191107204029517824,1572817061000,2019-11-03,22:37:41,CET,32531185,princesangelsky,🦄Princess🦋AngelSky💜,,But you used the word entendre..... They'll be lost forever since they don't know the word Dictionary either. I feel bad for ppl. Who couldn't find their way out of wet paper bag. #Sadness 👀😂  https://twitter.com/KrnBoy1981/status/1191058782849130496 …,[],['https://twitter.com/KrnBoy1981/status/1191058782849130496'],[],0,0,0,['#sadness'],[],https://twitter.com/PrincesAngelSky/status/1191107204029517824,False,https://twitter.com/KrnBoy1981/status/1191058782849130496,0,,,,,,,"[{'user_id': '32531185', 'username': 'PrincesAngelSky'}]",
1191066730145054720,1191066730145054720,1572807412000,2019-11-03,19:56:52,CET,1063010121653993472,gungnafsu,Satrya,,i stay to watch you fade away #sadness #crying #brokenheart pic.twitter.com/g3icmzrhkE,[],[],['https://pbs.twimg.com/media/EIeE3zZVUAAUpXf.jpg'],0,0,1,"['#sadness', '#crying', '#brokenheart']",[],https://twitter.com/gungnafsu/status/1191066730145054720,False,,0,,,,,,,"[{'user_id': '1063010121653993472', 'username': 'gungnafsu'}]",
1191031663251394560,1191031663251394560,1572799051000,2019-11-03,17:37:31,CET,580339695,imsohornyhelpme,overlord pierce [ANTI-WOKE],,Me when my parents are getting a divorce but my dad feels guilty so he buys me a dominos 🥴🤷‍♂️😋#divorcegoals #divorce #sadness #hungry pic.twitter.com/0EK4fKTXnX,[],[],[],0,6,24,"['#divorcegoals', '#divorce', '#sadness', '#hungry']",[],https://twitter.com/imsohornyhelpme/status/1191031663251394560,False,,1,,,,,,,"[{'user_id': '580339695', 'username': 'imsohornyhelpme'}]",
1191002696502960128,1191002696502960128,1572792145000,2019-11-03,15:42:25,CET,1186386730309558272,pmddfacts,PMDD Facts,,"#PMDD symptoms: Feelings of #sadness or #despair, or even thoughts of suicide.",[],[],[],0,0,0,"['#pmdd', '#sadness', '#despair']",[],https://twitter.com/PMDDFacts/status/1191002696502960128,False,,0,,,,,,,"[{'user_id': '1186386730309558272', 'username': 'PMDDFacts'}]",
1190888511911542785,1190888511911542785,1572764921000,2019-11-03,08:08:41,CET,784625031217352704,sblmnl87,Anna Nguyen,,Well done my gril. #sadness. To more fc’s and pfcs @_china18 https://twitter.com/_china18/status/1190859224349175809 …,['_china18'],['https://twitter.com/_china18/status/1190859224349175809'],[],1,0,8,['#sadness'],[],https://twitter.com/sblmnl87/status/1190888511911542785,False,https://twitter.com/_china18/status/1190859224349175809,0,,,,,,,"[{'user_id': '784625031217352704', 'username': 'sblmnl87'}, {'user_id': '3059272933', 'username': '_china18'}]",
1190841718796668933,1190841718796668933,1572753765000,2019-11-03,05:02:45,CET,792689630818799616,megamarcus24,M.E.G.A,,Ever since I started using @myaccessbank its been nothing but #sadness. I get debited for almost every transaction without a reversal that i have to make a complain and wait for a month before reversal. Please reverse my money.@FirstBankngr still my 1st choice,"['myaccessbank', 'firstbankngr']",[],[],0,0,0,['#sadness'],[],https://twitter.com/Megamarcus24/status/1190841718796668933,False,,0,,,,,,,"[{'user_id': '792689630818799616', 'username': 'Megamarcus24'}, {'user_id': '190615522', 'username': 'myaccessbank'}, {'user_id': '278066421', 'username': 'FirstBankngr'}]",
1190797779221663744,1190797779221663744,1572743289000,2019-11-03,02:08:09,CET,1107643707547750401,daebakgmb,@daebak_gmb,,"“nothing is more hurtful than knowing that the person that you think you love, has blocked you” #heartbreak #sadness",[],[],[],0,0,1,"['#heartbreak', '#sadness']",[],https://twitter.com/DaebakGmb/status/1190797779221663744,False,,0,,,,,,,"[{'user_id': '1107643707547750401', 'username': 'DaebakGmb'}]",
