id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date
1191135466696912896,1191135466696912896,1572823800000,2019-11-04,00:30:00,CET,1134517154932543488,90scams,90's style fancams,,「 red velvet joy — sunny side up! 90s fancam 」  #REDVELVET #JOY #SUNNYSIDEUP! pic.twitter.com/Vc7k2Pjr3V,[],[],[],1,6,8,"['#redvelvet', '#joy', '#sunnysideup']",[],https://twitter.com/90scams/status/1191135466696912896,False,,1,,,,,,,"[{'user_id': '1134517154932543488', 'username': '90scams'}]",
1191109546049187840,1191109546049187840,1572817620000,2019-11-03,22:47:00,CET,743551876323483648,_asilisa,🦋,,"blackpink #LISA and red velvet #JOY chosen by Graphy magazine as the two idols you should cut your bangs like. because they both have a chic, sophisticated and feminine bang style.  pic.twitter.com/lLWOcxa2eU",[],[],"['https://pbs.twimg.com/media/EIeryVqXsAApoWP.jpg', 'https://pbs.twimg.com/media/EIerzbGX0AcMu-_.jpg', 'https://pbs.twimg.com/media/EIerz-iWoAAOir-.jpg']",2,84,208,"['#lisa', '#joy']",[],https://twitter.com/_asiLisa/status/1191109546049187840,False,,0,,,,,,,"[{'user_id': '743551876323483648', 'username': '_asiLisa'}]",
1191100550374408192,1191100550374408192,1572815475000,2019-11-03,22:11:15,CET,17044109,omisooredryden,DrDryden,,She makes me laugh... #Joy  pic.twitter.com/Cl3YlsWYQu,[],[],[],0,0,8,['#joy'],[],https://twitter.com/OmiSooreDryden/status/1191100550374408192,False,,1,,,,,,,"[{'user_id': '17044109', 'username': 'OmiSooreDryden'}]",
1191085046825988096,1191085046825988096,1572811779000,2019-11-03,21:09:39,CET,2949787439,lgibson12397,Linda Gibson,,the 5 things i was grateful today  1 first cuppa☕☕ 2 getting out to take photos🌳 3 a wonderful sky🌄 4 chat with mum💗 5 video chat with sis💞 #mentalhealth #MentalHealthAwareness #MentalHealthMatters #depression #anxiety #mindfulness #grateful #gratitude #Happiness #Joy,[],[],[],1,2,26,"['#mentalhealth', '#mentalhealthawareness', '#mentalhealthmatters', '#depression', '#anxiety', '#mindfulness', '#grateful', '#gratitude', '#happiness', '#joy']",[],https://twitter.com/lgibson12397/status/1191085046825988096,False,,0,,,,,,,"[{'user_id': '2949787439', 'username': 'lgibson12397'}]",
1191079548827385856,1191079548827385856,1572810468000,2019-11-03,20:47:48,CET,3438331219,patsfan828,Lori,,Have an awesome Sunday friends ! Enjoy your day ! #joy #friends #happiness #blessings #football #thankful #SundayThoughts #SundayMotivation #PositiveVibes #snacks #movies #chillin 🏈🍿🍫🥤 pic.twitter.com/XKoAgqFqJm,[],[],['https://pbs.twimg.com/media/EIeQiI8XYAMzdUo.jpg'],6,0,16,"['#joy', '#friends', '#happiness', '#blessings', '#football', '#thankful', '#sundaythoughts', '#sundaymotivation', '#positivevibes', '#snacks', '#movies', '#chillin']",[],https://twitter.com/patsfan828/status/1191079548827385856,False,,0,,,,,,,"[{'user_id': '3438331219', 'username': 'patsfan828'}]",
1190949135928545281,1190949135928545281,1572779375000,2019-11-03,12:09:35,CET,971896711487590400,joypicts_,J♡Y PICS🔮,,8 Female Idols Who Look Extremely Good In Suits  1. #RedVelvet’s #Joy 💚 2. GFRIEND’s Yuju 3. CLC’s Yeeun 4. EXID’s Hani 5. TWICE’s Nayeon 6. f(x)’s Krystal 7. MAMAMOO Hwasa 8. BLACKPINK’s Lisa  @RVsmtown #MAMAVOTE  https://www.koreaboo.com/lists/8-female-idols-look-extremely-good-in-suits/ … pic.twitter.com/KcDTu37jy2,['rvsmtown'],['https://www.koreaboo.com/lists/8-female-idols-look-extremely-good-in-suits/'],"['https://pbs.twimg.com/media/EIcZ6u3WkAAcMiF.jpg', 'https://pbs.twimg.com/media/EIcZ6vLWkAAfj_b.jpg', 'https://pbs.twimg.com/media/EIcZ6vLWoAAbDR-.jpg']",4,521,802,"['#redvelvet', '#joy', '#mamavote']",[],https://twitter.com/joypicts_/status/1190949135928545281,False,,0,,,,,,,"[{'user_id': '971896711487590400', 'username': 'joypicts_'}, {'user_id': '873092428755894272', 'username': 'RVsmtown'}]",
1190889470968520704,1190889470968520704,1572765150000,2019-11-03,08:12:30,CET,166098221,studioevang,StrandedInAMemory,,"""The Debut Stage"" (Dumb Dumb Era) 3X4 FT. OIL ON CANVAS 2017 Painting by Daniel Evangelista  . . . . #redvelvet #wendy #irene #seulgi #yeri #joy #fanart @RVsmtown #dumbdumb pic.twitter.com/QY129bAcce",['rvsmtown'],[],['https://pbs.twimg.com/media/EIbjqEkWwAEAVt-.jpg'],3,667,1485,"['#redvelvet', '#wendy', '#irene', '#seulgi', '#yeri', '#joy', '#fanart', '#dumbdumb']",[],https://twitter.com/studioevang/status/1190889470968520704,False,,0,,,,,,,"[{'user_id': '166098221', 'username': 'studioevang'}, {'user_id': '873092428755894272', 'username': 'RVsmtown'}]",
1190856153929904133,1190856153929904133,1572757206000,2019-11-03,06:00:06,CET,1115599817969819649,freewhyxd,왜·∇·,,#JOY #조이  Joy with a question mark🐥❓ pic.twitter.com/L65ZLWsz4X,[],[],"['https://pbs.twimg.com/media/EIbFPcVXUAIoFJ5.jpg', 'https://pbs.twimg.com/media/EIbFPcVWkAERTVb.jpg', 'https://pbs.twimg.com/media/EIbFPcYXYAAzCZr.jpg']",0,207,384,"['#joy', '#조이']",[],https://twitter.com/freewhyXD/status/1190856153929904133,False,,0,,,,,,,"[{'user_id': '1115599817969819649', 'username': 'freewhyXD'}]",
1190646385357385729,1190646385357385729,1572707194000,2019-11-02,16:06:34,CET,2685951655,5redvelvet,5REDVELVET,,[OFFICIAL] 191103 #JOY Instagram update  #MAMAVOTE #redvelvet @RVsmtown  https://www.instagram.com/p/B4XgwrABo-N/  pic.twitter.com/kRtJnT10AE,['rvsmtown'],['https://www.instagram.com/p/B4XgwrABo-N/'],"['https://pbs.twimg.com/media/EIYGkCpX0AA8Vkf.jpg', 'https://pbs.twimg.com/media/EIYGkbEXUAAozAn.jpg', 'https://pbs.twimg.com/media/EIYGk2JXUAEFbIV.jpg']",2,570,1346,"['#joy', '#mamavote', '#redvelvet']",[],https://twitter.com/5REDVELVET/status/1190646385357385729,False,,0,,,,,,,"[{'user_id': '2685951655', 'username': '5REDVELVET'}, {'user_id': '873092428755894272', 'username': 'RVsmtown'}]",
1190645667221397504,1190645667221397504,1572707022000,2019-11-02,16:03:42,CET,1133001673150877697,joystgrm,joystgrm,,191103 Joystagram #redvelvet #레드벨벳 #Joy #조이 #MAMAVOTE @RVsmtown (3P)   https://www.instagram.com/p/B4XgwrABo-N   pic.twitter.com/Q4LrpxLlBV,['rvsmtown'],['https://www.instagram.com/p/B4XgwrABo-N'],"['https://pbs.twimg.com/media/EIYF2FIX0AAndWb.jpg', 'https://pbs.twimg.com/media/EIYF330W4AAhOHQ.jpg', 'https://pbs.twimg.com/media/EIYF5nNWkAA5v40.jpg']",0,547,597,"['#redvelvet', '#레드벨벳', '#joy', '#조이', '#mamavote']",[],https://twitter.com/joystgrm/status/1190645667221397504,False,,0,,,,,,,"[{'user_id': '1133001673150877697', 'username': 'joystgrm'}, {'user_id': '873092428755894272', 'username': 'RVsmtown'}]",
1190521922037198850,1190521922037198850,1572677519000,2019-11-02,07:51:59,CET,3438331219,patsfan828,Lori,,Good morning friends ! Have a fantastic Saturday ! Enjoy your day ! #friends #happiness #horses #nature #joy #blessings #outdoors #goodmorning #coffee #vacation #hiking #horselover #SaturdayThoughts #happy #outdoor #SaturdayMotivation #equine #fall #autumn 🍂☀️ pic.twitter.com/NjietT9RFP,[],[],['https://pbs.twimg.com/media/EIWVYHEW4AAPV_i.jpg'],26,12,99,"['#friends', '#happiness', '#horses', '#nature', '#joy', '#blessings', '#outdoors', '#goodmorning', '#coffee', '#vacation', '#hiking', '#horselover', '#saturdaythoughts', '#happy', '#outdoor', '#saturdaymotivation', '#equine', '#fall', '#autumn']",[],https://twitter.com/patsfan828/status/1190521922037198850,False,,0,,,,,,,"[{'user_id': '3438331219', 'username': 'patsfan828'}]",
